objectId,updatedAt,createdAt,ACL,EventType,userId,translationId
Z49hVdhLj8,Sat Apr 15 2023 13:24:49 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 13:24:49 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,3sTbkbeAMk
aDfzTHwkz9,Sat Apr 15 2023 13:24:59 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 13:24:59 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,WViT8EXSDQ
baecYYspO9,Sat Apr 15 2023 13:25:06 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 13:25:06 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,PBkKBRSoam
M34dYIELpa,Sat Apr 15 2023 13:25:12 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 13:25:12 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,nR1IBAr7vy
dH9ToX0FvD,Sat Apr 15 2023 13:25:18 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 13:25:18 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,7tUlJOYP5x
iiGLEvKDeR,Sat Apr 15 2023 13:25:33 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 13:25:33 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,YrZ7uM8foe
BuvICqUQCB,Sat Apr 15 2023 13:25:39 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 13:25:39 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,cgjfVrEB2w
esqE0eceao,Sat Apr 15 2023 13:25:47 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 13:25:47 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,1iyCYcK1gY
VvBQUnA3so,Sat Apr 15 2023 13:25:51 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 13:25:51 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,wpux7RAzxu
CjjO1hCGsU,Sat Apr 15 2023 20:38:39 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 20:38:39 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,2l67uFHSo1
aJcmG1s4T4,Sat Apr 15 2023 20:38:45 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 20:38:45 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,lsgo1TvZHZ
GKgrSstQ1t,Sat Apr 15 2023 20:38:48 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 20:38:48 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,1iyCYcK1gY
thMCIap0tU,Sat Apr 15 2023 21:33:41 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:33:41 GMT+0200 (Central European Summer Time),null,wrongAnswer,dy4k3eLx1j,hJ8CLDYAUx
W3mvt29ICS,Sat Apr 15 2023 21:33:41 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:33:41 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,hJ8CLDYAUx
sNjTG2sjjz,Sat Apr 15 2023 21:34:10 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:34:10 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,EJewRpTL2r
Kd8F8xAnwK,Sat Apr 15 2023 21:34:35 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:34:35 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,CdiNjMcG0L
CtUH31A8n7,Sat Apr 15 2023 21:34:54 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:34:54 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,vlduAew860
GaGMVziyPv,Sat Apr 15 2023 21:35:01 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:35:01 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,3sTbkbeAMk
A2qVsCDxI3,Sat Apr 15 2023 21:35:23 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:35:23 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,XhY7CatWhU
25OgusZoYV,Sat Apr 15 2023 21:35:31 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:35:31 GMT+0200 (Central European Summer Time),null,wrongAnswer,dy4k3eLx1j,F9MA7hXfRC
I3BcDIwRTV,Sat Apr 15 2023 21:35:36 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:35:36 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,F9MA7hXfRC
OAJd4snY9V,Sat Apr 15 2023 21:36:01 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:36:01 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,yRCbRHgwzU
yANGpMN3IW,Sat Apr 15 2023 21:36:26 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:36:26 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,JxKBB2YBLw
zhZYMsw7Iv,Sat Apr 15 2023 21:36:30 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:36:30 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,yRCbRHgwzU
zmpHAeznor,Sat Apr 15 2023 21:36:37 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:36:37 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,juPl4inOSK
Lltsx3aDVg,Sat Apr 15 2023 21:36:47 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:36:47 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,mslToMBPMs
SR0EkCBvGY,Sat Apr 15 2023 21:36:58 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:36:58 GMT+0200 (Central European Summer Time),null,wrongAnswer,dy4k3eLx1j,p8nNwnpZYS
CJB79QEFAt,Sat Apr 15 2023 21:37:00 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:37:00 GMT+0200 (Central European Summer Time),null,wrongAnswer,dy4k3eLx1j,p8nNwnpZYS
YshK6B4BVb,Sat Apr 15 2023 21:37:02 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:37:02 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,p8nNwnpZYS
ifBBosSMyB,Sat Apr 15 2023 21:37:14 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:37:14 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,uoJuPC10sM
9dsO0tBYTO,Sat Apr 15 2023 21:37:26 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:37:26 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,kzcvlJRpuO
j0ILETcCtm,Sat Apr 15 2023 21:37:32 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:37:32 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,G89zUcb6XU
HbNbN3FrXA,Sat Apr 15 2023 21:37:39 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:37:39 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,YuYpyDYOYb
tDVV1JslcQ,Sat Apr 15 2023 21:37:44 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:37:44 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,iEkjyOXeAy
lK9HzsSksU,Sat Apr 15 2023 21:37:47 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:37:47 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,p3pNhlAe3M
bPzImYPcLw,Sat Apr 15 2023 21:38:12 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:38:12 GMT+0200 (Central European Summer Time),null,wrongAnswer,dy4k3eLx1j,mYb4lshLCD
99DLQH1DX6,Sat Apr 15 2023 21:38:14 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:38:14 GMT+0200 (Central European Summer Time),null,wrongAnswer,dy4k3eLx1j,mYb4lshLCD
eJtvDXXPfY,Sat Apr 15 2023 21:38:16 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:38:16 GMT+0200 (Central European Summer Time),null,wrongAnswer,dy4k3eLx1j,mYb4lshLCD
4mh6oNriqW,Sat Apr 15 2023 21:38:18 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:38:18 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,mYb4lshLCD
TVZex1uZwW,Sat Apr 15 2023 21:38:21 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:38:21 GMT+0200 (Central European Summer Time),null,wrongAnswer,dy4k3eLx1j,nWqacEnyPE
5k5sVKdARj,Sat Apr 15 2023 21:38:24 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:38:24 GMT+0200 (Central European Summer Time),null,wrongAnswer,dy4k3eLx1j,nWqacEnyPE
wcczuvU3tE,Sat Apr 15 2023 21:38:29 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:38:29 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,nWqacEnyPE
VGo9KgHReH,Sat Apr 15 2023 21:38:49 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 21:38:49 GMT+0200 (Central European Summer Time),null,correctAnswer,dy4k3eLx1j,G0ZNk6lh2d
FNY9ylhmas,Sat Apr 15 2023 23:18:40 GMT+0200 (Central European Summer Time),Sat Apr 15 2023 23:18:40 GMT+0200 (Central European Summer Time),null,logout,thPsSEyG1r,
FStuWAq65F,Mon Apr 17 2023 00:36:47 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 00:36:47 GMT+0200 (Central European Summer Time),null,correctAnswer,ELXZysqgD5,Xanpk1FXPI
oIPyY5UnYt,Mon Apr 17 2023 00:36:49 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 00:36:49 GMT+0200 (Central European Summer Time),null,correctAnswer,ELXZysqgD5,w3RmXMxrAt
FhUTq85Sna,Mon Apr 17 2023 00:36:53 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 00:36:53 GMT+0200 (Central European Summer Time),null,wrongAnswer,ELXZysqgD5,Xanpk1FXPI
lMfTvG1rew,Mon Apr 17 2023 00:36:54 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 00:36:54 GMT+0200 (Central European Summer Time),null,wrongAnswer,ELXZysqgD5,Xanpk1FXPI
JbN2olK8Cb,Mon Apr 17 2023 00:36:56 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 00:36:56 GMT+0200 (Central European Summer Time),null,wrongAnswer,ELXZysqgD5,Xanpk1FXPI
LfWefoWl7T,Mon Apr 17 2023 00:36:58 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 00:36:58 GMT+0200 (Central European Summer Time),null,correctAnswer,ELXZysqgD5,Xanpk1FXPI
uo2Iw3u1an,Mon Apr 17 2023 00:37:01 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 00:37:01 GMT+0200 (Central European Summer Time),null,correctAnswer,ELXZysqgD5,G331QcAQIw
Zz28igM6LJ,Mon Apr 17 2023 00:37:02 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 00:37:02 GMT+0200 (Central European Summer Time),null,correctAnswer,ELXZysqgD5,YylCnA4tXF
3MPGmRsnp9,Mon Apr 17 2023 00:37:03 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 00:37:03 GMT+0200 (Central European Summer Time),null,wrongAnswer,ELXZysqgD5,w3RmXMxrAt
5oX6OC0ghT,Mon Apr 17 2023 00:37:06 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 00:37:06 GMT+0200 (Central European Summer Time),null,wrongAnswer,ELXZysqgD5,w3RmXMxrAt
Z9CGXucgT4,Mon Apr 17 2023 00:37:07 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 00:37:07 GMT+0200 (Central European Summer Time),null,correctAnswer,ELXZysqgD5,w3RmXMxrAt
kzQSmynAXx,Mon Apr 17 2023 00:37:08 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 00:37:08 GMT+0200 (Central European Summer Time),null,correctAnswer,ELXZysqgD5,w3RmXMxrAt
F9pG4RpIHo,Mon Apr 17 2023 00:37:19 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 00:37:19 GMT+0200 (Central European Summer Time),null,logout,ELXZysqgD5,
DpPGYd2cnR,Mon Apr 17 2023 08:25:37 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 08:25:37 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,vlduAew860
G2539kKK65,Mon Apr 17 2023 08:25:49 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 08:25:49 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,nMOYmrRBnA
L5iKPdrQ7G,Mon Apr 17 2023 08:25:57 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 08:25:57 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,qEjE6J3v6U
hVifdlkYlD,Mon Apr 17 2023 08:26:18 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 08:26:18 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,7hz8h1m2AF
R3sCpb5yxa,Mon Apr 17 2023 08:26:22 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 08:26:22 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,qEjE6J3v6U
QrWxXdhiey,Mon Apr 17 2023 08:26:33 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 08:26:33 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,a7VvgdwQ8l
mpSVjccR6r,Mon Apr 17 2023 08:26:56 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 08:26:56 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,wHBRjzdRrn
jTl8MxDRmG,Mon Apr 17 2023 08:27:09 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 08:27:09 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,G0ZNk6lh2d
r5r27vxTJt,Mon Apr 17 2023 08:27:17 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 08:27:17 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,49LPNLBEQC
Uga2J8yTqF,Mon Apr 17 2023 08:27:22 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 08:27:22 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,DjWXsZnxss
h3CGNxwgvD,Mon Apr 17 2023 08:27:34 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 08:27:34 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,IvoBYJnbKr
ns2GSxvXKB,Mon Apr 17 2023 08:27:47 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 08:27:47 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,cgjfVrEB2w
htPlG0TPF1,Mon Apr 17 2023 08:28:07 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 08:28:07 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,Zd4eJgXzHP
vf56CJpJsG,Mon Apr 17 2023 08:28:19 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 08:28:19 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,nR1IBAr7vy
W98ZCFdg0H,Mon Apr 17 2023 08:28:27 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 08:28:27 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,t9oJxoJDbO
iKDBcIkzmY,Mon Apr 17 2023 08:28:30 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 08:28:30 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,lYrmrFyfbE
hSGtRHpSHF,Mon Apr 17 2023 08:28:36 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 08:28:36 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,cPAIKaGFeM
xazjZAGEr2,Mon Apr 17 2023 08:28:43 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 08:28:43 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,juPl4inOSK
SdJzFsATjP,Mon Apr 17 2023 10:08:33 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:08:33 GMT+0200 (Central European Summer Time),null,login,thPsSEyG1r,
fbHbeFeV4Z,Mon Apr 17 2023 10:08:46 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:08:46 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,M8pjpc9RTL
wlhaz5GamD,Mon Apr 17 2023 10:08:57 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:08:57 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,YuYpyDYOYb
DO9gk6pMsb,Mon Apr 17 2023 10:09:02 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:09:02 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,hoNXxGm7iI
z7fFZTurEq,Mon Apr 17 2023 10:09:06 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:09:06 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,iEkjyOXeAy
RyuyBFauYI,Mon Apr 17 2023 10:09:16 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:09:16 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,D1C5PmrVKM
DD2wtB9g6o,Mon Apr 17 2023 10:09:21 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:09:21 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,lsgo1TvZHZ
sjw4hWsuM4,Mon Apr 17 2023 10:09:27 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:09:27 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,WViT8EXSDQ
OJBYhWEA2f,Mon Apr 17 2023 10:09:31 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:09:31 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,4InyZIfvY4
VA4WMBjgir,Mon Apr 17 2023 10:09:36 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:09:36 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,7hz8h1m2AF
vP3abDhfvj,Mon Apr 17 2023 10:09:41 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:09:41 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,cRqOvhyInv
TL0FdAf9Nf,Mon Apr 17 2023 10:09:45 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:09:45 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,acOWV3lanH
0VgvD21oLw,Mon Apr 17 2023 10:09:52 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:09:52 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,vlduAew860
9oj9yOxptp,Mon Apr 17 2023 10:09:57 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:09:57 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,DjWXsZnxss
ffIBgnTgOY,Mon Apr 17 2023 10:09:59 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:09:59 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,o4LVUVfMn5
Yj9O7QBaF0,Mon Apr 17 2023 10:10:17 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:10:17 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,PLpF8IU0sG
JfixCnWxrn,Mon Apr 17 2023 10:10:25 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:10:25 GMT+0200 (Central European Summer Time),null,wrongAnswer,thPsSEyG1r,2l67uFHSo1
uk3ciPuHYN,Mon Apr 17 2023 10:10:27 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:10:27 GMT+0200 (Central European Summer Time),null,wrongAnswer,thPsSEyG1r,2l67uFHSo1
w4pPtk6u7B,Mon Apr 17 2023 10:10:33 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:10:33 GMT+0200 (Central European Summer Time),null,wrongAnswer,thPsSEyG1r,2l67uFHSo1
pwPTbsKGNM,Mon Apr 17 2023 10:10:35 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:10:35 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,2l67uFHSo1
84WlidOXRR,Mon Apr 17 2023 10:10:43 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:10:43 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,yWJ6LnlDkw
GiO1JaqWVZ,Mon Apr 17 2023 10:21:35 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:21:35 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,YuYpyDYOYb
mHDmefvfbB,Mon Apr 17 2023 10:21:46 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:21:46 GMT+0200 (Central European Summer Time),null,wrongAnswer,thPsSEyG1r,GNUtk93ABB
aHXedGaSPu,Mon Apr 17 2023 10:21:48 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:21:48 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,GNUtk93ABB
MKTgC8bgcP,Mon Apr 17 2023 10:22:04 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:22:04 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,GYBm9uFI8J
pXJ5K28xnt,Mon Apr 17 2023 10:22:08 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:22:08 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,hK577VshcI
SnYORGLSsZ,Mon Apr 17 2023 10:22:13 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:22:13 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,hK577VshcI
N0pNwKSIYB,Mon Apr 17 2023 10:22:18 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:22:18 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,GYBm9uFI8J
Xt1BrDEul0,Mon Apr 17 2023 10:22:18 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 10:22:18 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,gRB3RlHPdx
3wEG8TRoPn,Mon Apr 17 2023 11:10:08 GMT+0200 (Central European Summer Time),Mon Apr 17 2023 11:10:08 GMT+0200 (Central European Summer Time),null,correctAnswer,NgENXB1IN3,Me0nkRKfAq
CbGAUM7C4Q,Tue Apr 18 2023 01:09:24 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 01:09:24 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,7tUlJOYP5x
kGrcvJ9AxR,Tue Apr 18 2023 01:09:34 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 01:09:34 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,YwpjbPEpX4
PLtUkZ6Azi,Tue Apr 18 2023 01:09:45 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 01:09:45 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,UofR4vlk8Z
jeIBgmoc0o,Tue Apr 18 2023 01:09:52 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 01:09:52 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,wpux7RAzxu
abDqlDOOZo,Tue Apr 18 2023 01:18:29 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 01:18:29 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,YIrpCtt3dr
UraSeD15oT,Tue Apr 18 2023 01:18:31 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 01:18:31 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,lYrmrFyfbE
3qncjMldq5,Tue Apr 18 2023 01:18:37 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 01:18:37 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,dnEBAmKzlt
nBcFsZXTQc,Tue Apr 18 2023 01:18:40 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 01:18:40 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,nR1IBAr7vy
qFeL6rMlXl,Tue Apr 18 2023 01:18:49 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 01:18:49 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,DpIgnyEtzT
ou1WhU72y3,Tue Apr 18 2023 01:18:55 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 01:18:55 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,t9oJxoJDbO
1Fx9UQU3DN,Tue Apr 18 2023 01:19:00 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 01:19:00 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,k8BLFyFRlp
lleZ5N1cYm,Tue Apr 18 2023 01:19:10 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 01:19:10 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,qEjE6J3v6U
AExAOUNndg,Tue Apr 18 2023 01:19:25 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 01:19:25 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,iw4UVJHDyI
3iB5sxB84g,Tue Apr 18 2023 01:19:27 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 01:19:27 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,nWqacEnyPE
zNH8Xybtf2,Tue Apr 18 2023 01:19:34 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 01:19:34 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,648tBcVnpC
juelwOb5BB,Tue Apr 18 2023 01:23:26 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 01:23:26 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,UPHETA5xzM
fNw7L9NG37,Tue Apr 18 2023 01:23:30 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 01:23:30 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,7tUlJOYP5x
n58LW3HH8v,Tue Apr 18 2023 01:23:44 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 01:23:44 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,8VE4ZDpmWJ
9WEGJOj6m0,Tue Apr 18 2023 01:23:50 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 01:23:50 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,wFTFAsNNPy
oT0t3e8ali,Tue Apr 18 2023 01:23:57 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 01:23:57 GMT+0200 (Central European Summer Time),null,correctAnswer,W7sUAI8Lsh,vlduAew860
cVgzgw9zng,Tue Apr 18 2023 12:50:27 GMT+0200 (Central European Summer Time),Tue Apr 18 2023 12:50:27 GMT+0200 (Central European Summer Time),null,correctAnswer,thPsSEyG1r,648tBcVnpC
